snapshotTime,snapshotTimeUTC,open_bid,open_ask,open_mid,high_bid,high_ask,high_mid,low_bid,low_ask,low_mid,close_bid,close_ask,close_mid,volume
2026-04-15T15:30:00,2026-04-15T13:30:00,10610.9,10611.9,10611.4,10612.8,10613.8,10613.3,10593.9,10594.9,10594.4,10595.0,10596.0,10595.5,1473
2026-04-15T15:45:00,2026-04-15T13:45:00,10594.8,10595.8,10595.3,10601.0,10602.0,10601.5,10590.4,10591.4,10590.9,10600.0,10601.0,10600.5,1079
2026-04-15T16:00:00,2026-04-15T14:00:00,10600.3,10601.3,10600.8,10601.5,10602.5,10602.0,10588.9,10589.9,10589.4,10590.0,10591.0,10590.5,1145
2026-04-15T16:15:00,2026-04-15T14:15:00,10589.5,10590.5,10590.0,10593.3,10594.3,10593.8,10580.6,10581.6,10581.1,10590.6,10591.6,10591.1,982
2026-04-15T16:30:00,2026-04-15T14:30:00,10590.2,10591.2,10590.7,10591.0,10592.0,10591.5,10572.7,10573.7,10573.2,10579.9,10580.9,10580.4,1027
2026-04-15T16:45:00,2026-04-15T14:45:00,10580.4,10581.4,10580.9,10584.1,10585.1,10584.6,10574.7,10575.7,10575.2,10579.9,10580.9,10580.4,790
2026-04-15T17:00:00,2026-04-15T15:00:00,10579.6,10580.6,10580.1,10582.0,10583.0,10582.5,10572.5,10573.5,10573.0,10574.0,10575.0,10574.5,1080
2026-04-15T17:15:00,2026-04-15T15:15:00,10573.5,10574.5,10574.0,10577.0,10578.0,10577.5,10567.9,10568.9,10568.4,10571.0,10573.0,10572.0,1053
2026-04-15T17:30:00,2026-04-15T15:30:00,10566.6,10568.6,10567.6,10570.4,10572.4,10571.4,10548.5,10550.5,10549.5,10556.9,10558.9,10557.9,1227
2026-04-15T17:45:00,2026-04-15T15:45:00,10556.6,10558.6,10557.6,10556.9,10558.9,10557.9,10544.1,10546.1,10545.1,10546.6,10548.6,10547.6,624
2026-04-15T18:00:00,2026-04-15T16:00:00,10547.6,10549.6,10548.6,10551.1,10553.1,10552.1,10542.2,10544.2,10543.2,10549.7,10551.7,10550.7,556
2026-04-15T18:15:00,2026-04-15T16:15:00,10549.2,10551.2,10550.2,10553.9,10555.9,10554.9,10548.5,10550.5,10549.5,10552.5,10554.5,10553.5,436
2026-04-15T18:30:00,2026-04-15T16:30:00,10552.8,10554.8,10553.8,10553.9,10555.9,10554.9,10540.0,10542.0,10541.0,10541.9,10543.9,10542.9,583
2026-04-15T18:45:00,2026-04-15T16:45:00,10541.5,10543.5,10542.5,10545.0,10547.0,10546.0,10535.9,10537.9,10536.9,10541.4,10543.4,10542.4,683
2026-04-15T19:00:00,2026-04-15T17:00:00,10541.6,10543.6,10542.6,10553.4,10555.4,10554.4,10541.6,10543.6,10542.6,10548.9,10550.9,10549.9,334
2026-04-15T19:15:00,2026-04-15T17:15:00,10549.2,10551.2,10550.2,10550.1,10552.1,10551.1,10543.5,10545.5,10544.5,10547.6,10549.6,10548.6,298
2026-04-15T19:30:00,2026-04-15T17:30:00,10547.9,10549.9,10548.9,10548.6,10550.6,10549.6,10536.6,10538.6,10537.6,10542.9,10544.9,10543.9,309
2026-04-15T19:45:00,2026-04-15T17:45:00,10543.2,10545.2,10544.2,10546.8,10548.8,10547.8,10540.1,10542.1,10541.1,10540.9,10542.9,10541.9,318
2026-04-15T20:00:00,2026-04-15T18:00:00,10540.6,10542.6,10541.6,10551.1,10553.1,10552.1,10538.5,10540.5,10539.5,10550.1,10552.1,10551.1,691
2026-04-15T20:15:00,2026-04-15T18:15:00,10550.4,10552.4,10551.4,10551.5,10553.5,10552.5,10546.0,10548.0,10547.0,10548.1,10550.1,10549.1,304
2026-04-15T20:30:00,2026-04-15T18:30:00,10548.9,10550.9,10549.9,10550.8,10552.8,10551.8,10546.4,10548.4,10547.4,10549.0,10551.0,10550.0,315
2026-04-15T20:45:00,2026-04-15T18:45:00,10549.5,10551.5,10550.5,10558.8,10560.8,10559.8,10549.5,10551.5,10550.5,10556.6,10558.6,10557.6,251
2026-04-15T21:00:00,2026-04-15T19:00:00,10556.1,10558.1,10557.1,10557.5,10559.5,10558.5,10547.9,10549.9,10548.9,10549.6,10551.6,10550.6,359
2026-04-15T21:15:00,2026-04-15T19:15:00,10549.4,10551.4,10550.4,10558.5,10560.5,10559.5,10545.5,10547.5,10546.5,10558.5,10560.5,10559.5,296
