snapshotTime,snapshotTimeUTC,open_bid,open_ask,open_mid,high_bid,high_ask,high_mid,low_bid,low_ask,low_mid,close_bid,close_ask,close_mid,volume
2026-04-15T09:30:00,2026-04-15T07:30:00,89.106,89.138,89.122,89.171,89.209,89.19,88.651,88.691,88.67099999999999,88.739,88.771,88.755,1328
2026-04-15T09:45:00,2026-04-15T07:45:00,88.741,88.781,88.761,88.782,88.82,88.80099999999999,88.5,88.532,88.51599999999999,88.602,88.642,88.622,1214
2026-04-15T10:00:00,2026-04-15T08:00:00,88.606,88.646,88.626,88.959,88.991,88.975,88.386,88.426,88.406,88.874,88.914,88.894,1650
2026-04-15T10:15:00,2026-04-15T08:15:00,88.87,88.91,88.89,89.174,89.214,89.194,88.782,88.816,88.799,89.028,89.06,89.04400000000001,1722
2026-04-15T10:30:00,2026-04-15T08:30:00,89.02,89.052,89.036,89.695,89.735,89.715,89.013,89.052,89.0325,89.517,89.557,89.537,1789
2026-04-15T10:45:00,2026-04-15T08:45:00,89.523,89.563,89.543,89.632,89.672,89.652,89.224,89.26,89.242,89.327,89.367,89.34700000000001,1220
2026-04-15T11:00:00,2026-04-15T09:00:00,89.323,89.363,89.34299999999999,90.202,90.251,90.2265,89.265,89.304,89.28450000000001,90.106,90.146,90.126,2038
2026-04-15T11:15:00,2026-04-15T09:15:00,90.101,90.141,90.12100000000001,90.155,90.195,90.175,89.751,89.783,89.767,90.126,90.158,90.142,1945
2026-04-15T11:30:00,2026-04-15T09:30:00,90.128,90.168,90.148,90.282,90.322,90.30199999999999,89.947,89.987,89.967,90.169,90.209,90.189,1431
2026-04-15T11:45:00,2026-04-15T09:45:00,90.173,90.213,90.193,90.295,90.335,90.315,89.946,89.986,89.96600000000001,89.984,90.024,90.00399999999999,1343
2026-04-15T12:00:00,2026-04-15T10:00:00,89.982,90.022,90.00200000000001,90.071,90.111,90.09100000000001,89.453,89.493,89.473,89.906,89.946,89.926,1705
2026-04-15T12:15:00,2026-04-15T10:15:00,89.903,89.943,89.923,90.72,90.752,90.73599999999999,89.896,89.928,89.912,90.581,90.613,90.59700000000001,2380
2026-04-15T12:30:00,2026-04-15T10:30:00,90.584,90.616,90.6,90.927,90.967,90.947,90.238,90.278,90.25800000000001,90.326,90.366,90.346,2288
2026-04-15T12:45:00,2026-04-15T10:45:00,90.324,90.364,90.344,90.502,90.542,90.52199999999999,89.98,90.02,90.0,90.313,90.353,90.333,2100
2026-04-15T13:00:00,2026-04-15T11:00:00,90.315,90.355,90.33500000000001,90.502,90.542,90.52199999999999,90.149,90.181,90.16499999999999,90.207,90.247,90.227,1586
