snapshotTime,snapshotTimeUTC,open_bid,open_ask,open_mid,high_bid,high_ask,high_mid,low_bid,low_ask,low_mid,close_bid,close_ask,close_mid,volume
2026-04-15T09:30:00,2026-04-15T07:30:00,1.35611,1.35625,1.35618,1.35646,1.3566,1.35653,1.35566,1.3558,1.3557299999999999,1.35629,1.35643,1.35636,1185
2026-04-15T09:45:00,2026-04-15T07:45:00,1.3563,1.35644,1.35637,1.35677,1.35691,1.35684,1.35551,1.35565,1.35558,1.35595,1.35609,1.35602,1443
2026-04-15T10:00:00,2026-04-15T08:00:00,1.35594,1.35608,1.35601,1.35637,1.35651,1.35644,1.3556,1.35574,1.35567,1.35618,1.35632,1.35625,1414
2026-04-15T10:15:00,2026-04-15T08:15:00,1.35619,1.35633,1.35626,1.35672,1.35686,1.35679,1.35613,1.35627,1.3562,1.35628,1.35642,1.35635,1147
2026-04-15T10:30:00,2026-04-15T08:30:00,1.35627,1.35641,1.3563399999999999,1.3563,1.35644,1.35637,1.35577,1.35591,1.35584,1.3559,1.35604,1.3559700000000001,1053
2026-04-15T10:45:00,2026-04-15T08:45:00,1.35591,1.35605,1.35598,1.35646,1.3566,1.35653,1.35567,1.35581,1.35574,1.35636,1.3565,1.35643,992
2026-04-15T11:00:00,2026-04-15T09:00:00,1.35637,1.35651,1.35644,1.35691,1.35705,1.35698,1.35488,1.35502,1.35495,1.35548,1.35562,1.35555,2749
2026-04-15T11:15:00,2026-04-15T09:15:00,1.35547,1.35561,1.35554,1.35584,1.35598,1.35591,1.35521,1.35535,1.35528,1.35542,1.35556,1.35549,1276
2026-04-15T11:30:00,2026-04-15T09:30:00,1.35541,1.35555,1.35548,1.3559,1.35604,1.3559700000000001,1.35523,1.35537,1.3553,1.35538,1.35552,1.35545,1116
2026-04-15T11:45:00,2026-04-15T09:45:00,1.35537,1.35551,1.35544,1.35573,1.35587,1.3558,1.35485,1.35499,1.35492,1.35564,1.35578,1.35571,1027
2026-04-15T12:00:00,2026-04-15T10:00:00,1.35565,1.35579,1.35572,1.35605,1.35619,1.35612,1.35499,1.35513,1.35506,1.3557,1.35584,1.35577,1327
2026-04-15T12:15:00,2026-04-15T10:15:00,1.35569,1.35583,1.35576,1.35575,1.35589,1.35582,1.35442,1.35456,1.35449,1.35468,1.35482,1.3547500000000001,2020
